1.0,Daily Maximum Ocean Mixed Layer Thickness Defined by Mixing Scheme ,m ,,Report on the ocean grid.  This variable appears in WGOMD Table 2.2 ,omldamax,ocean_mixed_layer_thickness_defined_by_mixing_scheme,,m ,time: maximum,,,,,,real,longitude latitude time,omldamax,ocean,,area: areacello,,
The rest of the daily mean fields on this spreadsheet should be collected only for a single ensemble member of the following experiments.,,,,,,,,,,,,,,,,,,,,,,
,,,experiment,time-period requested,,,,,,,,,,,,,,,,,,
,,,pre-industrial controls,"20 years, preferably corresponding to years 1986-2005 of the historical run",,,,,,,,,,,,,,,,,,
,,,historical,Jan 1950 -- Dec 2005,,,,,,,,,,,,,,,,,,
,,,future simulations driven by RCP concentrations or emissions,"only years 2006-2100, 2181-2200, and 2281-2300",,,,,,,,,,,,,,,,,,
,,,AMIP & 2030 time-slice run,all years,,,,,,,,,,,,,,,,,,
"CMOR Table day: 2-D daily-mean atmospheric and surface fields (All fields should be reported on the atmospheric grid except (as noted below) the sea ice fields, which should be reported on the ocean grid.)",,,,,,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions & notes,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency,cell_measures,flag_values,flag_meanings
1.0,Moisture in Upper Portion of Soil Column,kg m-2,the mass of water in all phases in a thin surface soil layer.,integrate over uppermost 10 cm,mrsos,moisture_content_of_soil_layer,,kg m-2,time: mean area: mean where land ,,,,,,real,longitude latitude time sdepth1,mrsos,land,,area: areacella,,
1.0,Near-Surface Relative Humidity,%,"This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.",normally report this at 2 meters above the surface,rhs,relative_humidity,,%,time: mean,,,,,,real,longitude latitude time height2m,rhs,atmos,,area: areacella,,
1.0,Surface Daily Minimum Relative Humidity,%,"This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.",normally report this at 2 meters above the surface,rhsmin,relative_humidity,,%,time: minimum,,,,,,real,longitude latitude time height2m,rhsmin,atmos,,area: areacella,,
1.0,Surface Daily Maximum Relative Humidity,%,"This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.",normally report this at 2 meters above the surface,rhsmax,relative_humidity,,%,time: maximum,,,,,,real,longitude latitude time height2m,rhsmax,atmos,,area: areacella,,
1.0,Snow Area Fraction,%,,,snc,surface_snow_area_fraction,,%,time: mean,,,,,,real,longitude latitude time,snc,atmos,,area: areacella,,
1.0,Total Cloud Fraction,%,"for the whole atmospheric column, as seen from the surface or the top of the atmosphere. Includes both large-scale and convective cloud.",,clt,cloud_area_fraction,,%,time: mean,,,,,,real,longitude latitude time,clt,atmos,,area: areacella,,
1.0, Surface Temperature Where Land or Sea Ice,K,"""skin"" temperature of all surfaces except open ocean.  ",,tslsi,surface_temperature,,K,time: mean,,,,,,real,longitude latitude time,tslsi,land,,area: areacella,,
1.0,Surface Snow Amount,kg m-2,the mass of surface snow on the land portion of the grid cell divided by the land area in the grid cell; reported as 0.0 where the land fraction is 0; excludes snow on vegetation canopy or on sea ice.,,snw,surface_snow_amount,,kg m-2,time: mean area: mean where land,,,,,,real,longitude latitude time,snw,land,,area: areacella,,
1.0,Convective Precipitation,kg m-2 s-1,at surface; includes both liquid and solid phases.,,prc,convective_precipitation_flux,,kg m-2 s-1,time: mean,,,,,,real,longitude latitude time,prc,atmos,,area: areacella,,
1.0,Solid Precipitation,kg m-2 s-1,at surface; includes precipitation of all forms of water in the solid phase,,prsn,snowfall_flux,,kg m-2 s-1,time: mean,,,,,,real,longitude latitude time,prsn,atmos,,area: areacella,,
1.0,Total Runoff,kg m-2 s-1,"computed as the total runoff (including ""drainage"" through the base of the soil model) leaving the land portion of the grid cell divided by the land area in the grid cell.",,mrro,runoff_flux,,kg m-2 s-1,time: mean area: mean where land ,,,,,,real,longitude latitude time,mrro,land,,area: areacella,,
,,,,,,,,,,,,,,,,,,,,,,
1.0,Eastward Near-Surface Wind,m s-1,,"normally, report this at 10 meters above the surface",uas,eastward_wind,,m s-1,time: mean,,,,,,real,longitude latitude time height10m,uas,atmos,,,,
1.0,Northward Near-Surface Wind,m s-1,,"normally, report this at 10 meters above the surface",vas,northward_wind,,m s-1,time: mean,,,,,,real,longitude latitude time height10m,vas,atmos,,,,
1.0,Daily Maximum Near-Surface Wind Speed,m s-1,,"normally, report this at 10 meters above the surface",sfcWindmax,wind_speed,,m s-1,time: maximum,,,,,,real,longitude latitude time height10m,sfcWindmax,atmos,,,,
1.0,Surface Upward Latent Heat Flux,W m-2,,,hfls,surface_upward_latent_heat_flux,,W m-2,time: mean,,,,,up,real,longitude latitude time,hfls,atmos,,area: areacella,,
1.0,Surface Upward Sensible Heat Flux,W m-2,,,hfss,surface_upward_sensible_heat_flux,,W m-2,time: mean,,,,,up,real,longitude latitude time,hfss,atmos,,area: areacella,,
1.0,Surface Downwelling Longwave Radiation,W m-2,,,rlds,surface_downwelling_longwave_flux_in_air,,W m-2,time: mean,,,,,down,real,longitude latitude time,rlds,atmos,,area: areacella,,
1.0,Surface Upwelling Longwave Radiation,W m-2,,,rlus,surface_upwelling_longwave_flux_in_air,,W m-2,time: mean,,,,,up,real,longitude latitude time,rlus,atmos,,area: areacella,,
1.0,Surface Downwelling Shortwave Radiation,W m-2,,,rsds,surface_downwelling_shortwave_flux_in_air,,W m-2,time: mean,,,,,down,real,longitude latitude time,rsds,atmos,,area: areacella,,
1.0,Surface Upwelling Shortwave Radiation,W m-2,,,rsus,surface_upwelling_shortwave_flux_in_air,,W m-2,time: mean,,,,,up,real,longitude latitude time,rsus,atmos,,area: areacella,,
1.0,TOA Outgoing Longwave Radiation,W m-2,at the top of the atmosphere.,,rlut,toa_outgoing_longwave_flux,,W m-2,time: mean,,,,,up,real,longitude latitude time,rlut,atmos,,area: areacella,,
,,,,,,,,,,,,,,,,,,,,,,
1.0,X-Component of Sea Ice Velocity,m s-1,"Reported as ""missing"" in regions free of sea ice.",Report on ocean's grid.  ,usi,sea_ice_x_velocity,,m s-1,time: mean,,,,,,real,longitude latitude time,usi,seaIce ocean,,,,
1.0,Y-Component of Sea Ice Velocity,m s-1,"Reported as ""missing"" in regions free of sea ice.",Report on ocean's grid.  ,vsi,sea_ice_y_velocity,,m s-1,time: mean,,,,,,real,longitude latitude time,vsi,seaIce ocean,,,,
1.0,Sea Ice Area Fraction,%,fraction of grid cell covered by sea ice. ,Report on ocean's grid.  ,sic,sea_ice_area_fraction,,%,time: mean,,,,,,real,longitude latitude time,sic,seaIce ocean,,area: areacella,,
1.0,Sea Ice Thickness,m,"the mean thickness of sea ice in the ocean portion of the grid cell (averaging over the entire ocean portion, including the ice-free fraction).  Reported as 0.0 in regions free of sea ice.",Report on ocean's grid.  ,sit,sea_ice_thickness,,m,time: mean area: mean where sea ,,,,,,real,longitude latitude time,sit,seaIce ocean,,area: areacella,,
"In CMOR Table day: daily mean 3-D atmospheric fields on the following pressure surfaces: 1000, 850, 700, 500, 250, 100, 50, and 10 hPa",,,,,,,,,,,,,,,,,,,,,,
priority,long name,units ,comment ,questions & notes,output variable name ,standard name,unconfirmed or proposed standard name,unformatted units,cell_methods,valid min,valid max,mean absolute min,mean absolute max,positive,type,CMOR dimensions,CMOR variable name,realm,frequency,cell_measures,flag_values,flag_meanings
1.0,Air Temperature,K,,,ta,air_temperature,,K,time: mean,,,,,,real,longitude latitude plev8 time,ta,atmos,,area: areacella,,
1.0,Relative Humidity,%,"This is the relative humidity with respect to liquid water for T> 0 C, and with respect to ice for T<0 C.",,hur,relative_humidity,,%,time: mean,,,,,,real,longitude latitude plev8 time,hur,atmos,,area: areacella,,
1.0,Specific Humidity,1.0,,,hus,specific_humidity,,1.0,time: mean,,,,,,real,longitude latitude plev8 time,hus,atmos,,area: areacella,,
1.0,omega (=dp/dt),Pa s-1,"commonly referred to as ""omega"", this represents the vertical component of velocity in pressure coordinates (positive down)",,wap,lagrangian_tendency_of_air_pressure,,Pa s-1,time: mean,,,,,,real,longitude latitude plev8 time,wap,atmos,,area: areacella,,
1.0,Northward Wind,m s-1 ,,,va,northward_wind,,m s-1 ,time: mean,,,,,,real,longitude latitude plev8 time,va,atmos,,,,
1.0,Eastward Wind,m s-1 ,,,ua,eastward_wind,,m s-1 ,time: mean,,,,,,real,longitude latitude plev8 time,ua,atmos,,,,
2.0,Geopotential Height,m,,,zg,geopotential_height,,m,time: mean,,,,,,real,longitude latitude plev8 time,zg,atmos,,area: areacella,,


